"SYMBOL","ORDER_NO","STATEMENT_DATE","SELLING_GENERAL_AND_ADMINIST","EXTRAORDINARY_ITEMS","GROSS_PROFIT","EFFECT_OF_ACCOUNTING_CHANGES","OTHER_ITEMS","TOTAL_OPERATING_EXPENSES","TOTAL_OTHER_INCOM_TO_EXPEN_NET","PREFER_STOCK_AND_OTHER_ADJUSTM","INCOME_TAX_EXPENSE","TOTAL_REVENUE","NET_INCOME","COST_OF_REVENUE","RESEARCH_DEVELOPMENT","OTHERS","OPERATING_INCOME_OR_LOSS","DISCONTINUED_OPERATIONS","EARNIN_BEFORE_INTERE_AND_TAXES","INCOME_BEFORE_TAX","MINORITY_INTEREST","NET_INCOM_APPLI_TO_COMMO_SHARE","NON_RECURRING","INTEREST_EXPENSE","NET_INCOME_FROM_CONTINUING_OPS"
"CAL",2,30-JAN-16,"912696","","1047803","","","","-9752","","26942","2577430","81479","1529627","","","135107","","125355","108766","988","81479","","16589","81824"
"CALA",0,31-DEC-13,"2478","","","","","","1","","","","-12377","","9900","","-12378","","-12377","-12377","","-12377","","","-12377"
"CALA",1,31-DEC-14,"5354","","","","","","9","","","","-21712","","16367","","-21721","","-21712","-21712","","-21712","","","-21712"
"CALA",2,31-DEC-15,"9071","","","","","","175","","","","-32644","","23748","","-32819","","-32644","-32644","","-32644","","","-32644"
"CALD",0,31-DEC-13,"57367","","64548","","","","-4512","","2055","112337","-21411","47789","17143","","-11661","","-16173","-19356","","-21411","1699","3183","-21411"
"CALD",1,31-DEC-14,"72795","","80580","","","","3504","","1012","136618","-11561","56038","20307","","-13547","","-10043","-10549","","-11561","1025","506","-11561"
"CALD",2,31-DEC-15,"91575","","106636","","","","-522","","791","173087","-13148","66451","26088","","-11655","","-12177","-12357","","-13148","628","180","-13148"
"CALI",0,31-DEC-13,"3926","","6856","","","","297","","1635","459235","524","452379","","","2930","","3151","2151","572","524","","999","448"
"CALI",1,31-DEC-14,"7138","","4440","","","","793","","-1385","402270","-26863","397829","","","-21743","","-21611","-28269","549","-26863","19045","6657","-27524"
"CALI",2,31-DEC-15,"3189","","5187","","","","321","","-726","448132","-12015","442945","","","-5500","","-5305","-12742","365","-12015","7498","7437","-12141"
"CALL",0,31-DEC-13,"41291","","94398","","","","9","","-23163","143492","70311","49094","5661","","47446","","47455","47148","","70311","","307","70311"
"CALL",1,31-DEC-14,"54346","","73781","","","","158","","9745","116322","3785","42541","5871","","13564","","13722","13530","","3785","","192","3785"
"CALL",2,31-DEC-15,"36956","","66820","","","","26","","11802","100962","13510","34142","4521","","25343","","25369","25312","","13510","","57","13510"
"CALM",0,01-JUN-13,"126956","","214549","","","","16983","","24807","1288104","50423","1073555","","","59593","","80056","75568","312","50423","28000","4488","53903"
"CALM",1,31-MAY-14,"156712","","302764","","","","16033","","52035","1440907","109207","1138143","","","146052","","165597","161842","912","109207","","3755","112719"
"CALM",2,30-MAY-15,"160386","","395721","","","","10870","","84268","1576128","161254","1180407","","","235335","","248862","246549","998","161254","","2313","163911"
"CALX",0,31-DEC-13,"100020","","171074","","","","1341","","-14","382618","-17265","211544","79299","10208","-18453","","-17112","-17279","","-17265","","167","-17265"
"CALX",1,31-DEC-14,"107654","","177789","","","","957","","581","401227","-20814","223438","80311","10208","-20384","","-19427","-20233","","-20814","","806","-20814"
"CALX",2,31-DEC-15,"117017","","190429","","","","1856","","535","407463","-26333","217034","89714","10208","-26510","","-24654","-25798","","-26333","","1144","-26333"
"CAMP",0,28-FEB-14,"34253","","79931","","","","-25","","6108","235903","11803","155972","21052","6283","18343","","18318","17911","","11803","","407","11803"
"CAMP",1,28-FEB-15,"36020","","87404","","","","156","","8292","250606","16508","163202","19854","6590","24940","","25096","24800","","16508","","296","16508"
"CAMP",2,29-FEB-16,"48445","","102959","","","","1851","","4572","280719","16940","177760","19803","6626","28085","","29936","22341","","16940","","7595","16940"
"CAMT",0,31-DEC-13,"22362","","34402","","","","","","-609","85405","7","51003","14370","","1136","","-602","-602","","7","-3466","","7"
"CAMT",1,31-DEC-14,"21417","","41019","","","","","","579","88313","3337","47294","14406","","5136","","3916","3916","","3337","60","","3337"
"CAMT",2,31-DEC-15,"23587","","43126","","","","","","-1823","99275","-10113","56149","14860","","-10059","","-11936","-11936","","-10113","14738","","-10113"
"CANF",0,31-DEC-13,"4587","","","","","","404","","3","","-8877","","4434","","-9021","","-8617","-8874","662","-8877","","257","-8877"
"CANF",1,31-DEC-14,"2974","","","","","","1156","","6","","-6302","","4163","","-7137","","-5980","-6296","375","-6302","","316","-6302"
"CANF",2,31-DEC-15,"2733","","165","","","","1925","","4","165","-5081","","3868","","-6436","","-4511","-5077","130","-5081","","566","-5081"
"CAPL",0,31-DEC-13,"21135","","72228","","","","406","","-1716","1936059","18070","1863831","","20963","30177","","30536","16354","","18070","","14182","18070"
"CAPL",1,31-DEC-14,"75374","","115646","","","","2119","-245","-1354","2655613","-6162","2539967","","33285","8640","","9106","-7525","-31","-6407","","16631","-6162"
"CAPL",2,31-DEC-15,"96521","","157518","","","","3115","-1390","-3542","2214835","11441","2057317","","48227","26017","","26413","7920","-135","10051","","18493","21969"
"CAPN",0,31-DEC-13,"1467","","3000","","","","-0","","","3000","-3707","","2380","","-847","","-847","-3707","","-3707","","2860","-3707"
"CAPN",1,31-DEC-14,"2918","","","","","","-3947","","","","-13238","","2242","","-5160","","-9107","-13238","","-13238","","4130","-13238"
"CAPN",2,31-DEC-15,"7878","","255","","","","-3749","","","607","-15909","353","4536","","-12160","","-15909","-15909","","-15909","","","-15909"
"CAPR",0,31-DEC-13,"2209","","503","","","","-1931","","","503","-8892","","5197","","-6903","","-8834","-8892","","-8892","","58","-8892"
"CAPR",1,31-DEC-14,"3017","","4787","","","","2","","","4787","-6217","","7787","","-6018","","-6016","-6217","","-6217","","201","-6217"
"CAPR",2,31-DEC-15,"4372","","5518","","","","3","","","5518","-12857","","13757","","-12612","","-12609","-12857","","-12857","","249","-12857"
"CAR",0,31-DEC-13,"1019000","","2052000","","","","-147000","","81000","7937000","16000","5885000","","152000","736000","","589000","97000","","16000","145000","492000","-131000"
"CAR",1,31-DEC-14,"1080000","","2238000","","","","-56000","","147000","8485000","245000","6247000","","180000","939000","","883000","392000","","245000","39000","491000","189000"
"CAR",2,31-DEC-15,"1093000","","2285000","","","","-23000","","69000","8502000","313000","6217000","","218000","888000","","865000","382000","","313000","86000","483000","290000"
"CARA",0,31-DEC-13,"3516","","11964","","","","-3756","","-30","11964","-3963","","8685","","-237","","-3993","-3993","","-3963","","","-3963"
"CARA",1,31-DEC-14,"6181","","3177","","","","126","","-201","3177","-17745","","15068","","-18072","","-17946","-17946","","-17745","","","-17745"
"CARA",2,31-DEC-15,"7770","","3803","","","","101","","-397","3803","-24690","","21221","","-25188","","-25087","-25087","","-24690","","","-24690"
"CARB",0,31-DEC-13,"61624","","72313","","","","","","55","107194","-10605","34881","20919","","-10552","","-10550","-10550","","-10605","322","","-10605"
"CARB",1,31-DEC-14,"67744","","84053","","","","","","367","122620","-9350","38567","24132","","-8585","","-8983","-8983","","-9350","762","","-9350"
"CARB",2,31-DEC-15,"90936","","97832","","","","","","102","136616","-21615","38784","28085","","-21658","","-21513","-21513","","-21615","469","","-21615"
"CARO",0,31-DEC-13,"42602","","","","","","-19","","9386","77034","16818","3339","","1584","","","28583","26204","","16818","926","2379","16818"
"CARO",1,31-DEC-14,"39210","","","","","","-58","","3448","58804","8311","3483","","1795","","","13878","11759","","8311","438","2119","8311"
"CARO",2,31-DEC-15,"46806","","","","","","-1251","","7060","77283","14420","4367","","1986","","","23717","21480","","14420","407","2237","14420"
"CARV",0,31-MAR-13,"29238","","","","","","","","328","30834","662","3508","","-3327","","","1415","45","141","662","","1370","662"
"CARV",1,31-MAR-14,"27373","","","","","","","","102","30054","-836","2797","","-426","","","310","-844","-369","-836","","1154","-836"
"CARV",2,31-MAR-15,"26714","","","","","","","","166","27895","364","2853","","-3010","","","1338","249","","364","","1089","364"
"CAS",0,31-DEC-13,"113405","","124006","","","","-4530","","-23142","1053066","-39533","929060","","26188","-24590","","-26514","-67056","","-39533","9003","40542","-39533"
"CAS",1,31-DEC-14,"112465","","88870","","","","-4323","","-20631","979837","-119388","890967","","26044","-102839","","-107162","-147710","","-119388","53200","40548","-119388"
"CAS",2,31-DEC-15,"95479","","-18591","","","","-6306","","-21621","770758","-209765","789349","","24854","-181674","","-187980","-229960","","-209765","42750","41980","-209765"
"CASC",0,31-DEC-13,"8002","","","","","","2464","","","","-38759","","33221","","-41223","","-38759","-38759","","-38759","","","-38759"
"CASC",1,31-DEC-14,"8951","","","","","","872","","","","-49963","","41884","","-50835","","-49963","-49963","","-49963","","","-49963"
"CASC",2,31-DEC-15,"9321","","","","","","208","","","","-32581","","23468","","-32789","","-32581","-32581","","-32581","","","-32581"
"CASH",0,30-SEP-13,"69766","","","","","","","","3704","94479","13418","1280","","","","","18796","17122","","13418","4637","1674","13418"
"CASH",1,30-SEP-14,"74086","","","","","","","","2906","100398","15713","965","","1150","","","20052","18619","","15713","4145","1433","15713"
"CASH",2,30-SEP-15,"91528","","","","","","","","1368","119781","18055","726","","1465","","","21084","19423","","18055","4978","1661","18055"
"CASI",0,31-DEC-13,"3063","","","","","","","","","","-5738","","2677","","-5740","","-5738","-5738","","-5738","","","-5738"
"CASI",1,31-DEC-14,"3757","","16","","","","12","","","24","-26202","7","2765","","-26187","","-26176","-26202","","-26202","19682","27","-26202"
"CASI",2,31-DEC-15,"3118","","41","","","","28","","","48","-7206","6","4076","","-7152","","-7125","-7206","","-7206","","82","-7206"
"CASM",0,31-DEC-13,"13792","","7550","","","","408","-1204","","21916","-10362","14366","4211","","-10453","","-10046","-10362","","-11566","","316","-10362"
"CASM",1,31-DEC-14,"11957","","8558","","","","18","-1290","","19215","-7602","10656","3316","","-6715","-118","-6697","-7484","","-8892","","787","-7484"
"CASM",2,31-DEC-15,"13164","","10652","","","","5","-1383","","21639","-6898","10987","3514","","-6026","-18","-6021","-6881","","-8282","","859","-6881"
"CASS",0,31-DEC-13,"83551","","","","","","","","7234","118149","23497","2832","","1035","","","30731","30731","","23497","","","23497"
"CASS",1,31-DEC-14,"84931","","","","","","","","7759","119666","24033","2460","","483","","","31792","31792","","24033","","","24033"
"CASS",2,31-DEC-15,"89375","","","","","","","","7978","122078","23056","2111","","-442","","","31034","31034","","23056","","","23056"
"CASY",0,30-APR-13,"760365","","1071069","","","","","","59802","7250840","103814","6179771","","111823","198881","","163616","163616","","103814","","","103814"
"CASY",1,30-APR-14,"857297","","1222016","","","","","","66824","7840255","126820","6618239","","131160","233559","","193644","193644","","126820","","","126820"
"CASY",2,30-APR-15,"960424","","1439785","","","","","","101397","7767216","180628","6327431","","156111","323250","","282025","282025","","180628","","","180628"
"CAT",0,31-DEC-13,"6528000","","14202000","","","","-35000","","1319000","55656000","3789000","41454000","2046000","","5628000","","5593000","5128000","67000","3789000","","465000","3789000"
"CAT",1,31-DEC-14,"7330000","","14793000","","","","239000","","1380000","55184000","3695000","40391000","2135000","","5328000","","5567000","5083000","80000","3695000","","484000","3695000"
"CAT",2,31-DEC-15,"7261000","","12682000","","","","106000","","742000","47011000","2102000","34329000","2165000","","3256000","","3362000","2855000","76000","2102000","","507000","2102000"
"CATB",0,31-DEC-13,"4125","","","","","","1","","","","-18118","","13994","","-18119","","-18118","-18118","","-18118","","","-18118"
"CATB",1,31-DEC-14,"5995","","","","","","3","","","","-21884","","15686","","-21681","","-21678","-21884","","-21884","","206","-21884"
"CATB",2,31-DEC-15,"8629","","","","","","7","","","","-32630","","23030","","-31659","","-31652","-32630","","-32630","","978","-32630"
"CATM",0,31-DEC-13,"84592","","281199","","","","-1571","","42018","876486","23816","595287","","95816","82601","","83820","62665","-1797","23816","15400","21155","23816"
"CATM",1,31-DEC-14,"113470","","350773","","","","-23719","","28174","1054821","28065","704048","","111390","104639","","84144","63368","-3611","37140","18050","20776","28065"
"CCF",0,31-AUG-13,"43236","","70027","","","","313","","9070","216062","17214","146035","","","26791","","27104","25810","1046","17214","","1294","17214"
"CCF",1,31-AUG-14,"42640","","78813","","","","5460","","13967","224006","26631","145193","","","36173","","41633","40490","938","26631","","1143","26631"
"CCF",2,31-AUG-15,"46015","","88844","","","","44","","14813","238046","26318","149202","","","42245","","42289","41226","","26318","584","1063","26318"
"CCI",0,31-DEC-13,"213519","","1874734","","","","-40073","-11363","191000","2865751","90111","991017","","741342","880704","33900","840631","251001","14458","78748","39169","589630","60001"
"CCI",1,31-DEC-14,"257296","","2232150","","","","-32321","-43988","-11244","3538756","390513","1306606","","985781","940682","52460","908361","335070","21003","346525","48391","573291","346314"
"CCI",2,31-DEC-15,"310921","","2342425","","","","54777","-43988","-51457","3663851","1520992","1321426","","1036178","946180","999049","1000957","473829","","1477004","49146","527128","525286"
"CCIH",0,31-DEC-13,"42026","","57257","","","","1006","","214","182237","-5654","124980","16965","","-5854","","-4848","-5440","","-5654","4119","592","-5654"
"CCIH",1,31-DEC-14,"43818","","67330","","","","2542","","-499","223126","-1103","155796","18759","","-2819","","-277","-1602","","-1103","7572","1325","-1103"
"CCIH",2,31-DEC-15,"51122","","48080","","","","3199","","-3483","208456","-13658","160375","15879","","-18320","","-15121","-17147","71","-13658","-599","2026","-13658"
"CCJ",0,31-DEC-13,"174095","","571039","","","","-75384","","-110334","2295269","299000","1724230","6872","","249123","80302","166830","108363","1063","299000","134581","58467","218697"
"CCJ",1,31-DEC-14,"152286","","550642","","","","-63196","","-151321","2069961","158354","1519319","4355","","33095","109858","-6255","-102826","138","158354","322260","96571","48496"
"CCJ",2,31-DEC-15,"134483","","501796","","","","-160388","","-102678","1982851","45614","1481055","4742","","176787","","17527","-57064","-1253","45614","184110","74591","45614"
